Symbol/CUSIP,Total Return - YTD (%),Total Return - 1 Year (%),Annualized Total Return - 3 Year (%),Annualized Total Return - 5 Year (%),Annualized Total Return - 10 Year (%),Alpha (Asset Class) - 5 Year,Standard Deviation - 5 Year,Up Capture Ratio (Morningstar Standard) - 3 Year,Down Capture Ratio (Morningstar Standard) - 3 Year,SEC Yield (%),Sharpe Ratio - 3 Year,Standard Deviation - 3 Year,Net Exp Ratio (%),Longest Manager Tenure (Years)
IWF,1.96,32.45,14.41,18.71,16.98,2.50,19.76,114.78,100.51,0.48,0.54,19.31,0.19,12.84
IWM,2.60,18.88,5.50,8.54,8.39,-8.71,22.08,98.88,144.28,1.40,0.07,20.73,0.19,12.84
IWN,2.05,15.21,4.47,8.70,7.65,-8.51,22.33,91.07,146.80,2.27,0.02,20.92,0.24,12.84
IWO,3.15,22.60,6.17,7.68,8.67,-9.67,23.68,106.14,141.47,0.50,0.10,21.38,0.24,12.84
IWP,6.35,30.29,10.99,-2.17,4.42,-4.42,21.68,113.40,112.81,0.41,0.34,20.34,0.23,12.84
IWR,4.23,21.77,7.79,10.85,9.98,-5.75,18.24,97.72,122.72,1.49,0.21,17.90,0.19,12.84
IWS,3.49,18.93,6.43,9.56,8.42,-7.04,18.00,90.69,126.98,1.85,0.13,17.55,0.23,12.84
IYGIX,1.40,22.98,11.47,16.29,15.62,0.48,18.37,108.09,102.99,0.00,0.41,18.04,0.64,8.84
JDJIX,2.32,1.64,5.88,3.47,,0.55,9.43,-6.81,-2.37,0.00,0.16,10.85,1.36,5.84
JEPI,2.49,13.38,8.21,,,,9.60,58.30,60.52,11.38,0.40,10.32,0.35,5.03
JHEQX,1.18,17.91,9.42,10.51,8.65,2.58,8.65,59.88,48.80,0.00,0.59,8.98,0.58,11.47
JHMM,4.54,21.40,7.70,11.20,,-5.20,18.05,95.92,126.28,0.00,0.20,17.62,0.42,6.75
JIGFX,3.50,10.35,3.97,9.05,6.06,3.43,16.69,98.94,100.42,0.00,-0.01,15.90,0.90,7.42
JMSIX,0.97,7.65,2.56,2.48,3.83,1.97,5.82,75.22,40.40,6.49,-0.31,5.01,0.40,11.00
JPLD,0.54,5.90,3.51,2.45,2.29,0.77,2.17,43.37,1.59,4.54,-0.26,2.17,0.24,29.77
JQUA,4.07,22.82,13.36,15.37,,0.92,14.74,97.59,92.44,1.27,0.64,14.43,0.12,7.56
JVMIX,3.75,16.23,8.13,11.29,9.85,-4.50,17.71,90.77,113.40,0.00,0.24,16.66,0.87,23.93
LDLFX,0.68,5.45,2.31,1.93,2.39,0.50,2.93,44.89,13.41,4.87,-0.70,2.54,0.48,26.43
LSIIX,0.59,3.14,0.16,1.61,2.60,2.12,6.45,98.28,84.44,4.95,-0.57,6.89,0.49,18.68
LUBFX,0.40,5.80,4.06,2.60,,0.40,1.14,27.38,-18.35,4.52,-0.03,1.03,0.38,8.62
MDIJX,4.07,12.57,3.15,5.94,6.80,0.59,15.06,103.85,102.38,0.00,-0.06,15.40,0.83,3.41
MEDIX,1.36,9.39,1.59,1.14,3.34,2.33,10.17,115.79,75.03,5.91,-0.24,10.64,0.81,16.93
MFEIX,4.11,31.27,12.46,15.07,15.80,-0.41,19.06,112.46,106.30,0.00,0.45,18.64,0.58,23.18
MGLIX,0.81,2.42,-4.87,0.79,4.20,-11.54,18.68,85.93,151.08,0.00,-0.45,19.82,0.94,16.23
MHYIX,1.29,8.21,4.41,4.36,5.23,4.16,6.57,81.24,34.08,6.83,0.05,5.98,0.71,12.26
MMHIX,0.53,4.57,0.58,1.71,3.76,1.79,8.75,130.26,133.85,4.24,-0.36,9.79,0.63,15.18
MMUIX,0.31,17.77,4.57,5.19,6.53,-4.56,17.43,73.41,97.05,2.51,0.03,18.51,0.75,11.09
MQGIX,4.95,15.41,5.63,7.68,8.30,2.36,15.53,112.76,108.34,0.00,0.09,16.12,0.84,13.42
MQLIX,0.53,5.33,2.81,2.22,2.08,0.79,2.63,47.51,11.49,4.47,-0.51,2.52,0.43,8.33
MTALX,0.06,2.43,0.19,0.43,1.94,-0.10,6.54,99.42,103.34,3.88,-0.53,7.32,0.57,26.43
MTBIX,0.22,2.15,0.06,0.78,2.45,0.18,6.41,99.47,101.65,3.76,-0.57,7.10,0.49,15.93
MTLIX,0.66,3.60,1.59,1.16,1.82,-0.35,3.49,61.42,42.21,3.58,-0.70,3.61,0.44,25.39
NEAR,0.50,4.97,4.43,2.90,2.35,0.96,1.96,37.29,-10.74,4.59,0.25,1.54,0.25,4.63
NXTG,1.72,16.61,5.67,12.05,10.24,1.07,16.78,91.85,95.82,2.15,0.08,16.84,0.70,14.29
PCOXX,0.37,5.21,4.16,2.56,1.87,0.03,0.69,95.85,0.00,0.00,0.13,0.48,0.20,32.24
PEIYX,4.41,22.93,12.47,14.10,11.89,0.04,14.46,85.88,87.22,1.52,0.61,13.74,0.63,12.76
PFPNX,0.76,10.11,1.47,2.38,,2.58,9.89,77.41,40.84,5.50,-0.25,10.51,1.23,10.14
PFTPX,1.21,7.49,3.88,3.51,4.35,2.56,4.21,65.95,16.46,5.14,-0.05,4.16,0.91,9.02
PGX,0.68,3.56,-1.14,0.29,3.21,2.37,13.38,123.92,136.51,6.34,-0.38,14.14,0.51,17.34
PMFYX,2.94,10.63,6.04,7.77,6.72,-0.85,9.55,73.72,49.67,7.20,0.22,8.79,0.66,13.45
PMOYX,1.31,10.31,7.75,3.24,,-0.74,6.09,33.26,-41.19,5.74,1.40,2.61,0.61,10.16
PONPX,1.18,5.92,2.69,2.88,4.29,2.83,5.69,93.75,54.12,5.15,-0.23,6.02,0.93,18.18
PRDGX,4.24,17.35,8.30,11.59,12.18,-1.99,13.69,80.61,86.59,1.03,0.31,13.37,0.64,25.18
PRFRX,0.62,8.74,6.79,5.33,4.68,3.65,4.98,47.93,-28.46,7.02,0.70,3.83,0.77,13.85
PRPFX,3.56,24.55,10.69,11.40,7.75,3.62,10.56,97.62,58.36,0.00,0.65,10.20,0.81,22.10
PRWCX,3.26,15.89,8.22,10.82,10.98,-0.50,11.45,101.10,83.27,1.90,0.37,11.03,0.71,18.93
PSYGX,3.33,27.18,9.88,13.38,13.03,-2.85,22.31,108.45,121.32,0.00,0.31,18.88,0.96,8.17
QAI,1.64,8.81,3.69,2.96,2.32,-2.50,6.03,38.92,37.04,3.23,-0.08,6.07,0.91,14.26
QCLN,-1.12,-2.47,-15.74,5.46,8.05,-12.40,42.50,66.98,217.36,0.22,-0.56,35.60,0.59,18.32
QQQM,2.24,26.14,13.70,,,,,119.12,106.56,0.60,0.46,20.78,0.15,4.63
RRRRX,0.65,11.96,-1.45,3.19,5.05,-9.07,19.98,85.87,134.02,0.00,-0.27,20.61,0.63,20.68
RSP,3.49,17.69,7.02,11.74,10.81,-4.17,16.91,89.90,115.70,1.68,0.18,16.36,0.20,7.15
RWO,1.85,7.91,-2.80,0.12,2.16,-12.85,19.39,85.85,137.35,3.42,-0.35,19.94,0.50,10.34
SCHD,1.93,13.58,5.78,11.85,11.60,-1.52,15.20,67.29,97.53,3.96,0.12,14.20,0.06,13.62
SCIEX,4.82,13.22,3.50,8.93,7.55,3.35,17.29,106.93,101.20,0.00,-0.03,17.27,0.79,15.26
SCZ,3.19,7.48,-0.20,3.38,5.69,-2.32,18.11,111.61,126.79,2.45,-0.25,17.63,0.40,12.50
SDY,1.86,11.71,4.86,8.15,9.35,-5.31,15.30,69.30,96.16,2.57,0.05,14.62,0.35,10.59
SKYY,7.72,42.83,11.49,15.14,17.05,2.03,27.36,119.78,105.15,0.00,0.27,27.12,0.60,13.92
SPY,2.78,26.23,11.81,15.08,13.66,-0.06,15.62,99.69,99.96,1.18,0.50,15.54,0.09,32.38
SPYG,2.68,35.71,11.81,17.14,15.70,1.21,19.17,109.25,101.56,0.57,0.41,18.76,0.04,10.59
STWTX,-0.06,2.02,0.59,0.88,2.05,0.28,6.68,92.94,94.88,3.99,-0.43,8.12,0.49,13.67
SUB,0.51,2.64,1.56,1.06,1.15,-0.83,2.59,43.24,26.18,2.94,-1.02,2.49,0.07,13.93
TCAF,3.67,23.77,,,,,,0.00,0.00,0.65,,,0.31,1.96
TIBIX,4.39,19.86,9.14,9.73,7.75,4.65,12.91,108.34,71.82,3.31,0.42,12.07,0.93,22.45
TIQIX,5.12,16.56,6.75,9.32,8.11,3.70,16.25,119.08,104.59,0.00,0.16,16.76,0.90,4.48
TMCPX,2.63,13.45,8.54,8.89,10.75,-5.56,15.87,90.57,112.22,0.52,0.28,15.95,0.90,13.49
TSHIX,2.08,16.27,5.74,9.00,8.34,-2.00,10.58,89.48,83.36,4.23,0.17,9.86,0.72,11.25
TSWIX,5.13,10.00,4.49,7.00,5.52,1.16,17.01,113.04,113.94,2.07,0.02,17.10,0.86,19.59
UIITX,0.61,3.16,-0.40,0.98,2.56,1.51,6.35,99.05,85.66,4.91,-0.64,6.99,0.57,11.50
VLIFX,3.11,10.39,9.91,11.22,13.34,-2.94,16.12,87.97,96.37,0.00,0.37,15.87,1.08,16.18
VTWO,2.62,19.11,5.67,8.72,8.49,-8.52,22.06,99.24,144.04,1.41,0.08,20.72,0.07,3.87
VYM,3.75,21.07,9.15,11.12,10.50,-2.00,14.00,76.44,89.79,2.73,0.37,13.74,0.06,9.27
WINN,2.95,29.88,,,,,,120.66,103.24,0.00,,21.98,0.57,3.33
XLK,-0.70,17.58,13.45,20.43,20.70,7.37,21.42,122.97,104.16,0.66,0.43,21.93,0.08,10.34
XMVM,4.08,18.94,9.11,13.22,10.21,-4.25,21.55,98.66,128.71,1.87,0.24,20.65,0.39,18.01
