Symbol/CUSIP,Total Return - YTD (%),Total Return - 1 Year (%),Annualized Total Return - 3 Year (%),Annualized Total Return - 5 Year (%),Annualized Total Return - 10 Year (%),Alpha (Asset Class) - 5 Year,Standard Deviation - 5 Year,Up Capture Ratio (Morningstar Standard) - 3 Year,Down Capture Ratio (Morningstar Standard) - 3 Year,SEC Yield (%),Sharpe Ratio - 3 Year,Standard Deviation - 3 Year,Net Exp Ratio (%),Longest Manager Tenure (Years)
CEYIX,-0.38,2.48,5.71,14.52,12.44,-3.39,14.62,86.52,99.57,0.00,0.09,14.93,0.65,9.96
CMNIX,1.30,6.82,4.86,5.53,4.24,0.40,3.28,25.77,8.40,0.84,0.15,3.67,0.97,34.76
CPITX,0.09,5.11,5.48,5.22,5.09,3.59,3.37,41.28,-5.39,0.00,0.39,2.95,2.00,10.50
CPLIX,0.93,3.81,3.06,11.34,6.13,0.66,15.45,47.20,49.87,0.00,-0.12,10.98,2.19,9.16
CWB,-1.24,7.07,1.93,12.36,8.74,-2.58,14.89,88.85,83.23,1.95,-0.20,12.20,0.40,16.14
DHEIX,2.11,9.16,6.27,6.14,,4.14,2.63,46.05,-15.56,5.82,0.95,2.05,0.53,8.91
DODLX,3.79,4.91,4.25,5.27,3.95,5.96,7.29,121.60,82.51,5.07,-0.01,8.01,0.45,11.09
DRRIX,0.91,3.62,2.47,5.80,3.58,-1.43,6.14,44.37,45.06,0.00,-0.33,5.61,0.93,9.47
DVHIX,-0.32,2.89,1.54,3.70,3.62,3.30,8.84,134.80,145.10,5.04,-0.28,9.79,0.60,17.89
EFA,7.95,5.56,6.63,11.95,5.45,0.88,15.77,114.65,111.10,2.40,0.14,16.43,0.32,12.50
EGIIX,-6.08,4.12,6.45,17.94,7.68,10.31,15.20,56.63,18.97,0.00,0.15,14.61,1.23,8.07
EIHIX,0.64,6.41,4.95,8.11,5.01,7.95,6.40,94.32,40.07,6.25,0.09,6.66,0.65,10.58
EIHMX,-0.97,1.07,1.76,1.39,2.67,0.48,6.26,102.78,103.18,4.00,-0.36,7.06,0.46,11.84
EIMAX,-1.14,-0.13,0.55,0.09,1.40,-0.96,5.77,95.00,102.83,3.75,-0.58,6.50,0.61,15.28
ESIIX,3.34,9.06,6.07,6.66,4.03,5.42,4.19,72.69,17.30,6.66,0.41,4.29,1.21,11.59
FBKWX,2.70,5.54,1.41,1.63,2.45,2.03,6.17,102.52,91.32,5.11,-0.42,7.00,0.36,20.51
FCDIX,-9.12,-5.13,3.67,16.10,8.45,-3.59,19.36,100.66,131.76,0.00,-0.03,19.67,0.90,15.56
FCSZX,-2.68,8.72,4.31,13.86,10.46,0.11,13.07,92.10,77.34,1.38,0.00,11.42,0.58,22.93
FCVIX,-5.74,-3.15,2.33,18.97,8.10,-0.15,20.29,94.85,141.50,0.00,-0.10,19.51,1.01,4.08
FDL,8.83,18.56,9.93,19.34,10.79,4.82,14.40,72.24,89.27,4.48,0.38,14.85,0.45,19.24
FDN,-8.77,8.26,5.79,12.42,13.09,-6.91,25.15,127.21,99.18,0.00,0.06,25.50,0.51,18.96
FDYZX,-12.44,-0.09,6.08,14.46,13.82,-7.94,24.18,123.82,118.79,0.00,0.08,23.01,0.54,57.45
FEHIX,0.72,8.03,5.74,7.37,4.27,5.84,5.93,101.78,55.52,5.34,0.22,6.41,0.91,1.41
FEQZX,-3.80,6.01,,,,,,0.00,0.00,0.00,,,0.50,2.75
FGSIX,-7.47,8.94,9.92,20.31,12.10,-1.43,21.20,124.26,111.13,0.00,0.26,21.37,0.85,12.42
FIDI,9.96,7.88,5.49,12.39,,1.93,16.28,100.85,100.21,4.40,0.09,16.45,0.18,7.38
FIJYX,-4.74,-11.09,4.06,8.41,4.26,-3.69,21.39,65.75,54.16,0.00,-0.01,21.84,0.58,6.88
FIKAX,5.47,-4.38,9.01,31.85,4.87,16.58,30.50,63.42,100.72,0.00,0.18,25.85,0.58,5.42
FIKCX,-0.97,-3.19,0.97,7.45,6.47,-5.99,15.40,69.87,97.41,0.00,-0.23,14.94,0.56,16.65
FRIRX,2.61,9.28,2.31,10.34,5.28,0.43,9.50,66.61,73.88,5.48,-0.21,9.64,0.70,6.25
FTGC,7.16,10.58,1.96,17.37,3.31,4.95,14.34,91.72,74.30,2.36,-0.18,12.46,0.98,11.61
FZAEX,6.08,12.68,4.92,10.52,6.22,-0.56,18.78,87.76,93.66,0.00,0.03,17.41,0.81,6.27
GACIX,-5.43,-3.38,6.11,17.73,7.99,-1.47,18.20,101.87,127.17,0.00,0.09,18.82,1.12,33.63
GLIFX,6.48,9.95,6.97,11.15,8.37,0.74,11.96,69.77,67.50,0.00,0.20,13.07,0.97,15.42
GSINX,8.21,0.04,8.52,13.13,,3.79,14.14,91.11,82.54,0.00,0.29,14.57,0.88,8.46
GSMTX,-0.15,2.48,2.22,2.46,2.73,1.28,5.48,91.94,81.36,4.06,-0.36,5.81,0.40,23.27
GSRTX,0.81,3.78,4.49,6.39,3.71,-1.06,5.82,41.85,38.96,0.00,0.03,5.98,0.85,7.88
HLGEX,-9.25,-5.82,1.84,12.63,9.78,-8.00,20.22,102.02,117.24,0.00,-0.12,20.06,0.84,9.42
HYD,0.08,2.84,0.29,1.27,2.22,2.81,7.45,103.23,118.05,4.57,-0.52,7.77,0.32,2.50
IHDG,-0.83,-3.84,5.64,11.89,8.06,3.45,12.68,81.44,76.76,2.14,0.12,13.24,0.58,4.60
IJH,-6.11,-2.76,4.14,16.70,8.30,-2.93,18.07,98.15,128.80,1.59,-0.01,18.54,0.05,12.84
ISHYX,0.52,4.93,2.11,2.84,,1.30,4.42,70.54,56.49,4.55,-0.49,4.49,0.64,9.67
ITM,-0.24,0.74,1.17,0.40,1.87,-0.24,6.05,99.57,100.59,3.51,-0.50,6.40,0.18,2.50
IVVIX,-6.36,0.50,4.30,14.53,7.83,-4.41,18.35,97.14,127.66,0.00,0.00,18.67,0.89,3.54
IWB,-4.53,7.66,8.51,18.30,12.03,-0.51,15.12,100.64,102.52,1.19,0.27,15.82,0.15,12.84
IWD,2.09,6.98,6.46,15.95,8.63,-0.74,14.22,84.42,105.04,1.93,0.14,14.88,0.19,12.84
IWF,-10.00,7.57,9.94,19.89,14.92,-1.01,19.07,114.78,100.51,0.48,0.29,19.35,0.19,12.84
IWM,-9.48,-4.14,0.41,13.15,6.24,-7.23,21.17,98.88,144.28,1.40,-0.19,21.02,0.19,12.84
IWN,-7.77,-3.36,-0.18,15.07,5.90,-4.40,21.64,91.07,146.80,2.27,-0.21,21.17,0.24,12.84
IWO,-11.12,-4.94,0.74,10.70,6.13,-10.40,22.49,106.14,141.47,0.50,-0.16,21.62,0.24,12.84
IWP,-7.19,3.32,5.95,-0.23,2.31,-6.43,20.89,113.40,112.81,0.41,0.08,20.90,0.23,12.84
IWR,-3.46,2.41,4.46,16.09,8.55,-3.39,17.03,97.72,122.72,1.49,0.01,17.98,0.19,12.84
IWS,-2.17,2.05,3.59,16.47,7.41,-2.30,16.81,90.69,126.98,1.85,-0.04,17.53,0.23,12.84
IYGIX,-6.78,5.57,8.85,18.23,14.14,-1.99,17.51,108.09,102.99,0.00,0.26,17.63,0.64,8.84
JDJIX,1.77,-8.61,2.92,4.80,,2.18,9.40,-6.81,-2.37,0.00,-0.14,10.06,1.36,5.84
JEPI,0.40,6.27,6.76,,,,9.61,58.30,60.52,11.38,0.23,10.19,0.35,5.03
JHEQX,-4.81,6.35,7.98,10.33,7.75,0.09,7.99,59.88,48.80,0.00,0.40,9.13,0.58,11.47
JHMM,-4.06,0.82,4.12,16.29,,-2.95,16.90,95.92,126.28,0.00,-0.01,17.84,0.42,6.75
JIGFX,5.20,2.77,5.44,14.69,6.21,3.47,15.81,98.94,100.42,0.00,0.07,15.58,0.90,7.42
JMSIX,2.22,8.29,3.50,5.42,3.84,4.63,4.55,75.22,40.40,6.49,-0.17,4.91,0.40,11.00
JPLD,1.71,6.36,4.44,3.22,2.39,1.40,1.88,43.37,1.59,4.54,0.07,1.97,0.24,29.77
JQUA,-1.00,8.33,11.20,18.92,,1.33,13.77,97.59,92.44,1.27,0.47,14.43,0.12,7.56
JVMIX,-1.67,-0.57,5.71,17.71,8.61,-0.20,16.55,90.77,113.40,0.00,0.08,16.79,0.87,23.93
LDLFX,1.52,5.74,3.29,3.40,2.41,1.78,2.34,44.89,13.41,4.87,-0.44,2.36,0.48,26.43
LSIIX,2.31,4.96,1.82,2.92,2.81,3.19,5.94,98.28,84.44,4.95,-0.38,6.68,0.49,18.68
LUBFX,1.18,5.73,4.58,3.07,,0.76,1.02,27.38,-18.35,4.52,0.28,0.88,0.38,8.62
MDIJX,5.82,8.08,5.45,10.54,6.57,-0.19,14.42,103.85,102.38,0.00,0.08,14.94,0.83,3.41
MEDIX,1.99,6.60,3.72,4.19,3.18,5.09,9.46,115.79,75.03,5.91,-0.06,10.20,0.81,16.93
MFEIX,-8.91,3.22,8.65,15.70,13.65,-4.38,18.54,112.46,106.30,0.00,0.23,18.73,0.58,23.18
MGLIX,-0.87,-3.18,-5.54,5.97,4.10,-10.06,17.66,85.93,151.08,0.00,-0.50,19.64,0.94,16.23
MHYIX,1.13,6.42,4.78,7.11,5.01,6.68,5.56,81.24,34.08,6.83,0.08,5.81,0.71,12.26
MMHIX,-0.58,2.62,1.81,2.80,3.67,2.33,8.32,130.26,133.85,4.24,-0.27,9.31,0.63,15.18
MMUIX,1.28,14.13,2.57,10.43,6.42,-1.42,16.44,73.41,97.05,2.51,-0.10,17.89,0.75,11.09
MQGIX,4.25,8.53,6.48,11.54,7.77,0.79,14.93,112.76,108.34,0.00,0.14,15.74,0.84,13.42
MQLIX,1.61,6.27,3.75,3.08,2.19,1.48,2.23,47.51,11.49,4.47,-0.25,2.32,0.43,8.33
MTALX,-0.76,1.50,1.11,1.18,1.94,0.23,6.14,99.42,103.34,3.88,-0.47,6.92,0.57,26.43
MTBIX,-0.47,1.35,1.24,1.19,2.40,0.21,6.05,99.47,101.65,3.76,-0.47,6.59,0.49,15.93
MTLIX,0.93,3.54,2.48,1.76,1.89,-0.03,3.17,61.42,42.21,3.58,-0.56,3.29,0.44,25.39
NEAR,1.56,5.95,4.98,3.83,2.44,1.72,1.39,37.29,-10.74,4.59,0.46,1.47,0.25,4.63
NXTG,-0.40,9.15,5.92,14.85,9.41,-0.19,15.91,91.85,95.82,2.15,0.09,16.51,0.70,14.29
PCOXX,1.08,5.02,4.40,2.66,1.94,0.06,0.69,95.85,0.00,0.00,0.18,0.40,0.20,32.24
PEIYX,2.35,8.46,10.97,19.86,11.14,3.80,13.40,85.88,87.22,1.52,0.48,13.75,0.63,12.76
PFPNX,1.40,8.07,3.08,5.90,,5.87,8.94,77.41,40.84,5.50,-0.12,10.34,1.23,10.14
PFTPX,2.78,7.75,5.33,5.30,4.21,4.19,3.80,65.95,16.46,5.14,0.25,3.96,0.91,9.02
PGX,-1.25,0.19,-0.22,2.58,2.87,4.36,11.87,123.92,136.51,6.34,-0.33,13.84,0.51,17.34
PMFYX,6.18,9.89,7.55,12.39,6.74,3.58,8.99,73.72,49.67,7.20,0.37,8.63,0.66,13.45
PMOYX,2.27,9.04,7.81,6.54,,3.43,4.50,33.26,-41.19,5.74,1.31,2.67,0.61,10.16
PONPX,3.27,7.30,4.53,5.12,4.31,4.88,5.33,93.75,54.12,5.15,0.03,5.80,0.93,18.18
PRDGX,2.27,7.38,7.58,15.89,11.44,-0.26,12.76,80.61,86.59,1.03,0.25,13.24,0.64,25.18
PRFRX,0.53,7.04,6.96,7.86,4.48,6.01,3.49,47.93,-28.46,7.02,0.70,3.74,0.77,13.85
PRPFX,5.83,19.08,9.87,15.02,8.18,4.97,9.85,97.62,58.36,0.00,0.55,10.12,0.81,22.10
PRWCX,-0.03,7.13,6.70,13.40,10.19,-0.16,10.21,101.10,83.27,1.90,0.22,10.69,0.71,18.93
PSYGX,-10.39,-4.81,5.18,15.15,10.40,-5.11,20.63,108.45,121.32,0.00,0.04,19.37,0.96,8.17
QAI,-0.35,3.75,3.25,4.05,1.97,-2.88,5.64,38.92,37.04,3.23,-0.18,5.93,0.91,14.26
QCLN,-15.55,-16.61,-23.24,7.81,5.16,-17.60,41.47,66.98,217.36,0.22,-0.80,34.68,0.59,18.32
QQQM,-8.11,6.28,9.90,,,,,119.12,106.56,0.60,0.27,20.59,0.15,4.63
RRRRX,1.72,7.96,-1.72,9.23,5.41,-6.54,18.87,85.87,134.02,0.00,-0.30,20.22,0.63,20.68
RSP,-0.66,3.86,4.99,17.47,9.82,-1.08,15.69,89.90,115.70,1.68,0.04,16.26,0.20,7.15
RWO,2.32,5.53,-3.48,7.51,2.29,-8.50,18.22,85.85,137.35,3.42,-0.39,19.71,0.50,10.34
SCHD,3.23,7.88,5.88,17.29,11.43,1.85,14.04,67.29,97.53,3.96,0.11,14.01,0.06,13.62
SCIEX,6.41,8.88,5.59,13.68,7.25,2.23,16.59,106.93,101.20,0.00,0.08,16.63,0.79,15.26
SCZ,4.57,3.78,1.33,9.93,5.30,-1.67,16.83,111.61,126.79,2.45,-0.17,17.33,0.40,12.50
SDY,3.39,5.90,4.67,14.26,9.27,-0.92,14.33,69.30,96.16,2.57,0.02,14.47,0.35,10.59
SKYY,-14.13,6.86,4.19,13.64,13.75,-5.69,26.94,119.78,105.15,0.00,-0.01,27.42,0.60,13.92
SPY,-4.28,8.14,8.97,18.48,12.41,-0.09,14.72,99.69,99.96,1.18,0.30,15.48,0.09,32.38
SPYG,-8.48,10.40,7.70,18.64,13.91,-1.80,18.54,109.25,101.56,0.57,0.18,18.71,0.04,10.59
STWTX,-0.73,1.73,1.63,1.03,2.07,0.12,6.54,92.94,94.88,3.99,-0.34,7.85,0.49,13.67
SUB,0.87,3.06,2.14,1.30,1.22,-0.85,2.10,43.24,26.18,2.94,-1.00,2.31,0.07,13.93
TCAF,-2.71,7.24,,,,,,0.00,0.00,0.65,,,0.31,1.96
TIBIX,8.82,18.65,11.63,17.13,7.89,8.17,12.06,108.34,71.82,3.31,0.62,11.84,0.93,22.45
TIQIX,8.04,11.88,9.19,15.08,7.79,3.74,15.49,119.08,104.59,0.00,0.29,16.51,0.90,4.48
TMCPX,-4.53,-5.42,6.60,13.23,9.23,-3.64,15.10,90.57,112.22,0.52,0.14,16.15,0.90,13.49
TSHIX,-0.27,8.97,5.42,12.82,7.80,0.38,9.53,89.48,83.36,4.23,0.11,9.81,0.72,11.25
TSWIX,9.72,9.58,7.77,14.13,5.50,2.42,16.44,113.04,113.94,2.07,0.20,17.04,0.86,19.59
UIITX,2.82,5.56,1.69,2.61,2.79,2.91,5.98,99.05,85.66,4.91,-0.40,6.63,0.57,11.50
VLIFX,-0.73,-0.73,7.65,15.31,12.26,-1.54,15.29,87.97,96.37,0.00,0.21,15.72,1.08,16.18
VTWO,-9.47,-3.98,0.57,13.32,6.34,-7.04,21.17,99.24,144.04,1.41,-0.18,21.01,0.07,3.87
VYM,1.73,9.66,8.01,16.32,9.99,1.34,13.09,76.44,89.79,2.73,0.27,13.78,0.06,9.27
WINN,-10.09,4.18,8.74,,,,,120.66,103.24,0.00,0.20,21.74,0.57,3.33
XLK,-11.03,-0.24,10.08,21.77,18.85,3.03,20.92,122.97,104.16,0.66,0.26,22.10,0.08,10.34
XMVM,-3.84,-0.69,5.01,20.39,8.73,0.40,20.79,98.66,128.71,1.87,0.03,20.78,0.39,18.01
